city,date,rain_mm,rh,ta,ws
광주,2016-08-27,0.0,82.3,22.2,2.2
광주,2016-08-28,0.0,84.6,20.4,2.5
광주,2016-08-29,0.0,69.8,21.9,1.9
광주,2016-08-30,0.0,70.1,22.7,2.2
광주,2016-08-31,0.0,65.0,24.6,4.2
광주,2016-09-01,0.0,67.8,26.5,3.8
광주,2016-09-02,0.0,94.1,21.6,2.0
광주,2016-09-03,0.0,79.4,25.8,1.5
광주,2016-09-04,0.0,82.1,26.9,1.3
광주,2016-09-05,0.0,83.0,26.2,1.0
광주,2016-09-06,0.0,85.6,24.3,0.9
광주,2016-09-07,0.0,86.9,23.4,1.0
광주,2016-09-08,0.0,76.6,23.9,1.3
광주,2016-09-09,0.0,77.0,24.2,1.1
광주,2016-09-10,0.0,84.5,23.0,1.2
광주,2016-09-11,0.0,90.9,23.0,0.9
광주,2016-09-12,0.0,84.5,23.1,1.3
광주,2016-09-13,0.0,77.4,24.8,1.6
광주,2016-09-14,0.0,84.0,24.3,1.1
광주,2016-09-15,0.0,80.8,24.6,1.3
광주,2016-09-16,0.0,97.8,21.7,1.5
광주,2016-09-17,0.0,99.0,20.5,3.4
광주,2016-09-18,0.0,98.8,20.2,2.7
광주,2016-09-19,0.0,77.5,21.3,3.8
광주,2016-09-20,0.0,56.9,21.2,2.5
광주,2016-09-21,0.0,63.4,20.4,1.5
광주,2016-09-22,0.0,67.0,21.5,1.0
광주,2016-09-23,0.0,71.8,21.7,0.7
광주,2016-09-24,0.0,75.0,22.6,0.7
광주,2016-09-25,0.0,79.5,23.0,1.0
광주,2016-09-26,0.0,87.4,23.7,1.2
광주,2016-09-27,0.0,87.6,25.7,1.0
광주,2016-09-28,0.0,97.3,21.9,1.0
광주,2016-09-29,0.0,93.8,21.2,1.1
광주,2016-09-30,0.0,98.1,18.5,1.6
광주,2016-10-01,0.0,98.1,20.4,0.7
광주,2016-10-02,0.0,92.6,23.5,2.0
광주,2016-10-03,0.0,96.3,24.0,1.6
광주,2016-10-04,0.0,83.1,23.5,2.1
광주,2016-10-05,0.0,91.1,21.1,3.1
광주,2016-10-06,0.0,74.0,20.1,1.7
광주,2016-10-07,0.0,91.0,18.4,1.0
광주,2016-10-08,0.0,87.1,17.8,1.1
광주,2016-10-09,0.0,54.3,13.9,3.2
광주,2016-10-10,0.0,65.0,14.8,1.3
광주,2016-10-11,0.0,75.4,15.8,0.8
광주,2016-10-12,0.0,67.5,16.7,1.4
광주,2016-10-13,0.0,74.5,15.8,0.8
광주,2016-10-14,0.0,69.6,17.5,0.7
광주,2016-10-15,0.0,71.1,18.7,0.8
광주,2016-10-16,0.0,95.1,16.4,1.5
광주,2016-10-17,0.0,92.1,18.8,0.8
광주,2016-10-18,0.0,81.0,18.1,1.0
광주,2016-10-19,0.0,85.9,18.5,0.6
광주,2016-10-20,0.0,85.4,17.4,0.7
광주,2016-10-21,0.0,78.9,17.9,1.2
광주,2016-10-22,0.0,75.1,18.4,1.3
광주,2016-10-23,0.0,84.1,16.8,1.9
광주,2016-10-24,0.0,79.1,16.0,1.6
광주,2016-10-25,0.0,85.9,16.6,2.2
광주,2016-10-26,0.0,78.4,15.2,1.6
광주,2016-10-27,0.0,74.5,15.7,1.3
광주,2016-10-28,0.0,88.3,14.6,2.3
광주,2016-10-29,0.0,61.3,11.3,1.7
광주,2016-10-30,0.0,44.1,10.1,2.5
광주,2016-10-31,0.0,70.3,9.8,0.9
광주,2016-11-01,0.0,53.8,6.6,2.5
광주,2016-11-02,0.0,57.0,7.5,2.1
광주,2016-11-03,0.0,74.8,9.8,0.8
광주,2016-11-04,0.0,80.5,11.4,1.2
광주,2016-11-05,0.0,82.9,14.5,0.9
광주,2016-11-06,0.0,78.8,14.1,1.2
광주,2016-11-07,0.0,72.1,15.0,1.3
광주,2016-11-08,0.0,66.0,9.2,2.3
광주,2016-11-09,0.0,43.8,5.8,2.4
광주,2016-11-10,0.0,78.0,8.5,0.8
광주,2016-11-11,0.0,75.0,10.4,0.9
광주,2016-11-12,0.0,73.1,12.3,1.1
광주,2016-11-13,0.0,84.9,14.7,0.8
광주,2016-11-14,0.0,98.0,15.8,1.2
광주,2016-11-15,0.0,53.0,10.7,2.1
광주,2016-11-16,0.0,49.9,9.2,1.4
광주,2016-11-17,0.0,47.1,13.6,1.9
광주,2016-11-18,0.0,85.9,11.9,1.2
광주,2016-11-19,0.0,98.9,14.7,0.6
광주,2016-11-20,0.0,77.8,14.1,1.1
광주,2016-11-21,0.0,80.3,13.8,0.8
광주,2016-11-22,0.0,60.8,7.5,2.5
광주,2016-11-23,0.0,42.8,3.6,2.2
광주,2016-11-24,0.0,54.0,2.7,3.2
광주,2016-11-25,0.0,53.1,4.8,2.1
광주,2016-11-26,0.0,78.8,3.4,1.4
광주,2016-11-27,0.0,82.5,5.9,0.8
광주,2016-11-28,0.0,58.9,6.0,1.8
광주,2016-11-29,0.0,42.8,5.3,2.4
광주,2016-11-30,0.0,78.8,5.8,0.7
광주,2016-12-01,0.0,71.1,7.1,1.6
광주,2016-12-02,0.0,57.6,4.5,1.9
광주,2016-12-03,0.0,66.3,5.1,0.7
광주,2016-12-04,0.0,76.8,6.5,0.7
광주,2016-12-05,0.0,75.8,9.3,1.1
광주,2016-12-06,0.0,47.3,3.9,1.9
광주,2016-12-07,0.0,75.5,2.4,0.5
광주,2016-12-08,0.0,75.5,5.5,0.8
광주,2016-12-09,0.0,63.4,6.1,2.0
광주,2016-12-10,0.0,43.9,2.6,1.7
광주,2016-12-11,0.0,37.4,3.2,1.5
광주,2016-12-12,0.0,61.1,6.9,0.6
광주,2016-12-13,0.0,77.4,7.2,1.3
광주,2016-12-14,0.0,61.0,2.6,1.8
광주,2016-12-15,0.0,70.3,0.6,1.8
광주,2016-12-16,0.0,56.5,0.5,2.0
광주,2016-12-17,0.0,67.6,4.5,0.7
광주,2016-12-18,0.0,77.5,6.4,1.1
광주,2016-12-19,0.0,98.5,10.2,0.5
광주,2016-12-20,0.0,83.9,10.3,1.1
광주,2016-12-21,0.0,89.9,12.8,1.6
광주,2016-12-22,0.0,88.3,8.6,3.2
광주,2016-12-23,0.0,82.8,2.8,2.0
광주,2016-12-24,0.0,65.0,2.3,2.1
광주,2016-12-25,0.0,68.9,4.9,0.8
광주,2016-12-26,0.0,96.8,6.1,1.9
광주,2016-12-27,0.0,62.3,2.3,2.5
광주,2016-12-28,0.0,49.5,-0.1,1.5
광주,2016-12-29,0.0,60.9,-0.4,1.9
광주,2016-12-30,0.0,56.5,0.3,1.9
광주,2017-01-01,0.0,80.6,4.5,0.7
광주,2017-01-02,0.0,81.6,7.2,1.0
광주,2017-01-03,0.0,68.3,5.7,1.0
광주,2017-01-04,0.0,77.1,5.0,0.8
광주,2017-01-05,0.0,71.3,6.8,1.6
광주,2017-01-06,0.0,65.9,8.2,1.6
광주,2017-01-07,0.0,71.4,6.6,0.9
광주,2017-01-08,0.0,73.8,8.7,1.8
광주,2017-01-09,0.0,65.6,5.1,1.9
광주,2017-01-10,0.0,57.4,2.8,1.9
광주,2017-01-11,0.0,53.4,0.1,2.3
광주,2017-01-12,0.0,76.3,2.3,1.1
광주,2017-01-13,0.0,71.3,-0.1,1.5
광주,2017-01-14,0.0,59.9,-3.0,2.7
광주,2017-01-15,0.0,50.8,-3.0,2.1
광주,2017-01-16,0.0,48.5,-0.6,1.4
광주,2017-01-17,0.0,48.9,0.3,0.7
광주,2017-01-18,0.0,55.8,2.3,2.3
광주,2017-01-19,0.0,66.3,2.2,1.4
광주,2017-01-20,0.0,77.1,-0.3,2.2
광주,2017-01-21,0.0,78.8,-0.5,1.4
광주,2017-01-22,0.0,80.6,-1.7,1.8
광주,2017-01-23,0.0,69.8,-3.6,1.9
광주,2017-01-24,0.0,65.8,-2.0,1.5
광주,2017-01-25,0.0,64.4,-1.3,1.4
광주,2017-01-26,0.0,57.6,0.8,1.3
광주,2017-01-27,0.0,56.6,2.0,1.9
광주,2017-01-28,0.0,43.8,3.4,1.2
광주,2017-01-29,0.0,88.1,5.3,0.7
광주,2017-01-30,0.0,62.5,-0.2,2.5
광주,2017-01-31,0.0,51.9,-1.4,1.6
광주,2017-02-01,0.0,45.3,-0.1,1.7
광주,2017-02-02,0.0,43.6,0.2,1.5
광주,2017-02-03,0.0,58.1,3.0,1.1
광주,2017-02-04,0.0,59.1,6.7,1.1
광주,2017-02-05,0.0,86.3,5.2,1.5
광주,2017-02-06,0.0,55.0,1.7,1.9
광주,2017-02-07,0.0,50.9,1.7,1.3
광주,2017-02-08,0.0,58.9,1.9,1.1
광주,2017-02-09,0.0,72.3,-1.4,2.3
광주,2017-02-10,0.0,82.6,-3.5,1.5
광주,2017-02-11,0.0,76.1,-1.7,1.2
광주,2017-02-12,0.0,63.4,1.1,1.1
광주,2017-02-13,0.0,72.5,2.7,1.3
광주,2017-02-14,0.0,55.0,3.5,1.5
광주,2017-02-15,0.0,53.0,4.4,1.0
광주,2017-02-16,0.0,80.1,8.2,1.6
광주,2017-02-17,0.0,62.8,5.5,2.1
광주,2017-02-18,0.0,44.5,0.7,1.8
광주,2017-02-19,0.0,54.9,5.6,2.4
광주,2017-02-20,0.0,68.6,3.4,2.8
광주,2017-02-21,0.0,45.5,3.0,1.6
광주,2017-02-22,0.0,89.6,6.0,1.5
광주,2017-02-23,0.0,59.6,1.7,2.7
광주,2017-02-24,0.0,48.4,1.7,1.9
광주,2017-02-25,0.0,48.5,4.5,1.0
광주,2017-02-26,0.0,54.4,4.3,1.0
광주,2017-02-27,0.0,51.8,5.1,1.0
광주,2017-02-28,0.0,44.8,6.3,1.0
광주,2017-03-01,0.0,63.4,7.7,1.7
광주,2017-03-02,0.0,67.0,2.8,2.4
광주,2017-03-03,0.0,54.3,5.2,0.9
광주,2017-03-04,0.0,55.1,7.4,1.0
광주,2017-03-05,0.0,58.1,7.3,1.1
광주,2017-03-06,0.0,41.6,3.3,2.6
광주,2017-03-07,0.0,58.6,0.5,1.8
광주,2017-03-08,0.0,65.5,2.3,1.7
광주,2017-03-09,0.0,51.4,6.6,2.5
광주,2017-03-10,0.0,47.0,7.6,1.1
광주,2017-03-11,0.0,35.6,8.7,1.0
광주,2017-03-12,0.0,33.1,9.9,1.2
광주,2017-03-13,0.0,51.1,8.6,1.8
광주,2017-03-14,0.0,50.0,6.0,1.8
광주,2017-03-15,0.0,48.5,6.0,1.2
광주,2017-03-16,0.0,48.4,6.6,1.5
광주,2017-03-17,0.0,44.5,7.8,1.2
광주,2017-03-18,0.0,36.4,9.9,1.2
광주,2017-03-19,0.0,37.5,11.4,1.3
광주,2017-03-20,0.0,72.1,8.7,1.5
광주,2017-03-21,0.0,62.5,7.2,1.8
광주,2017-03-22,0.0,54.5,7.7,0.9
광주,2017-03-23,0.0,41.4,9.9,1.2
광주,2017-03-24,0.0,54.1,9.3,1.1
광주,2017-03-25,0.0,92.9,7.0,1.4
광주,2017-03-26,0.0,75.3,7.0,0.9
광주,2017-03-27,0.0,74.3,7.5,1.4
광주,2017-03-28,0.0,67.0,8.2,1.5
광주,2017-03-29,0.0,93.5,8.0,2.1
광주,2017-03-30,0.0,64.4,11.8,1.3
광주,2017-03-31,0.0,68.6,10.9,1.3
광주,2017-04-01,0.0,69.9,9.3,1.5
광주,2017-04-02,0.0,58.6,9.4,1.5
광주,2017-04-03,0.0,46.6,11.8,1.2
광주,2017-04-04,0.0,40.6,14.8,1.1
광주,2017-04-05,0.0,86.8,15.0,2.4
광주,2017-04-06,0.0,98.4,14.3,2.4
광주,2017-04-07,0.0,76.1,15.3,1.4
광주,2017-04-08,0.0,69.1,16.8,1.3
광주,2017-04-09,0.0,68.0,15.9,1.9
광주,2017-04-10,0.0,44.5,16.6,3.1
광주,2017-04-11,0.0,69.5,12.5,2.1
광주,2017-04-12,0.0,23.9,13.2,2.4
광주,2017-04-13,0.0,45.8,13.7,2.1
광주,2017-04-14,0.0,57.4,15.6,3.3
광주,2017-04-15,0.0,67.1,18.8,1.2
광주,2017-04-16,0.0,56.0,20.3,1.4
광주,2017-04-17,0.0,90.4,16.0,1.5
광주,2017-04-18,0.0,78.3,14.0,2.4
광주,2017-04-19,0.0,42.9,14.1,1.5
광주,2017-04-20,0.0,59.6,12.6,1.3
광주,2017-04-21,0.0,56.5,14.6,1.8
광주,2017-04-22,0.0,57.0,14.5,1.2
광주,2017-04-23,0.0,60.5,15.4,1.6
광주,2017-04-24,0.0,51.4,16.7,2.2
광주,2017-04-25,0.0,70.5,18.4,1.6
광주,2017-04-26,0.0,60.5,15.6,1.9
광주,2017-04-27,0.0,40.8,14.0,1.8
광주,2017-04-28,0.0,52.3,15.8,2.4
광주,2017-04-29,0.0,47.4,18.6,1.7
광주,2017-04-30,0.0,54.9,20.1,2.9
광주,2017-05-01,0.0,61.9,19.7,1.8
광주,2017-05-02,0.0,37.0,20.1,1.3
광주,2017-05-03,0.0,48.5,21.2,1.6
광주,2017-05-04,0.0,66.3,20.2,1.6
광주,2017-05-05,0.0,93.1,18.9,1.0
광주,2017-05-06,0.0,38.9,17.1,1.7
광주,2017-05-07,0.0,61.9,17.6,2.0
광주,2017-05-08,0.0,65.6,18.2,1.0
광주,2017-05-09,0.0,93.3,14.4,1.7
광주,2017-05-10,0.0,88.9,15.7,1.4
광주,2017-05-11,0.0,69.8,21.3,1.4
광주,2017-05-12,0.0,81.0,19.9,1.0
광주,2017-05-13,0.0,78.1,19.2,1.9
광주,2017-05-14,0.0,61.3,16.8,1.4
광주,2017-05-15,0.0,58.6,16.7,1.5
광주,2017-05-16,0.0,59.9,17.6,1.3
광주,2017-05-17,0.0,56.5,19.0,1.0
광주,2017-05-18,0.0,55.6,20.8,1.0
광주,2017-05-19,0.0,48.8,21.9,1.2
광주,2017-05-20,0.0,45.5,21.2,1.1
광주,2017-05-21,0.0,53.4,21.2,1.0
광주,2017-05-22,0.0,55.3,22.9,1.4
광주,2017-05-23,0.0,62.8,22.2,1.3
광주,2017-05-24,0.0,77.1,21.9,1.2
광주,2017-05-25,0.0,64.0,20.0,1.7
광주,2017-05-26,0.0,48.6,17.0,1.8
광주,2017-05-27,0.0,54.6,19.1,1.2
광주,2017-05-28,0.0,49.6,22.1,2.2
광주,2017-05-29,0.0,51.1,24.3,1.1
광주,2017-05-30,0.0,53.0,24.1,1.0
광주,2017-05-31,0.0,79.3,22.5,1.7
광주,2017-06-01,0.0,76.5,22.0,1.5
광주,2017-06-02,0.0,49.4,20.5,1.4
광주,2017-06-03,0.0,46.0,20.3,1.7
광주,2017-06-04,0.0,44.5,21.5,1.9
광주,2017-06-05,0.0,40.5,23.1,1.9
광주,2017-06-06,0.0,69.6,19.5,2.1
광주,2017-06-07,0.0,94.8,18.3,2.4
광주,2017-06-08,0.0,72.8,20.6,1.2
광주,2017-06-09,0.0,67.1,22.5,1.9
광주,2017-06-10,0.0,84.9,23.2,1.7
광주,2017-06-11,0.0,69.0,24.0,1.4
광주,2017-06-12,0.0,55.6,21.6,2.0
광주,2017-06-13,0.0,60.0,21.6,1.5
광주,2017-06-14,0.0,60.8,21.6,1.4
광주,2017-06-15,0.0,58.9,23.3,1.2
광주,2017-06-16,0.0,56.8,25.2,1.4
광주,2017-06-17,0.0,63.6,24.6,1.2
광주,2017-06-18,0.0,54.3,25.2,1.3
광주,2017-06-19,0.0,54.5,25.9,1.0
광주,2017-06-20,0.0,74.0,22.7,1.4
광주,2017-06-21,0.0,76.9,24.2,1.4
광주,2017-06-22,0.0,69.5,25.5,1.2
광주,2017-06-23,0.0,72.3,25.5,1.2
광주,2017-06-24,0.0,74.0,24.6,1.2
광주,2017-06-25,0.0,75.3,25.1,1.4
광주,2017-06-26,0.0,88.3,23.5,1.2
광주,2017-06-27,0.0,82.3,23.9,1.4
광주,2017-06-28,0.0,80.0,25.1,1.5
광주,2017-06-29,0.0,83.9,24.5,1.2
광주,2017-06-30,0.0,89.9,24.6,1.2
광주,2017-07-01,0.0,92.1,26.3,2.4
광주,2017-07-02,0.0,92.6,26.7,2.9
광주,2017-07-03,0.0,93.8,26.8,4.1
광주,2017-07-04,0.0,91.9,27.1,2.0
광주,2017-07-05,0.0,85.8,27.7,1.5
광주,2017-07-06,0.0,95.8,26.2,1.6
광주,2017-07-07,0.0,90.0,27.5,2.6
광주,2017-07-08,0.0,96.3,26.5,1.7
광주,2017-07-09,0.0,91.5,27.5,1.7
광주,2017-07-10,0.0,94.6,27.3,3.2
광주,2017-07-11,0.0,92.9,26.5,2.1
광주,2017-07-12,0.0,85.9,28.0,1.3
광주,2017-07-13,0.0,81.1,28.5,1.4
광주,2017-07-14,0.0,93.6,26.8,1.6
광주,2017-07-15,0.0,97.1,25.7,1.3
광주,2017-07-16,0.0,87.0,28.5,2.6
광주,2017-07-17,0.0,93.8,26.8,1.7
광주,2017-07-18,0.0,95.9,26.0,1.2
광주,2017-07-19,0.0,84.9,28.7,0.8
광주,2017-07-20,0.0,83.5,29.6,1.3
광주,2017-07-21,0.0,83.6,30.7,1.9
광주,2017-07-22,0.0,86.9,29.7,2.0
광주,2017-07-23,0.0,89.8,29.1,2.1
광주,2017-07-24,0.0,86.6,30.0,1.8
광주,2017-07-25,0.0,88.4,29.4,1.6
광주,2017-07-26,0.0,74.1,28.9,1.7
광주,2017-07-27,0.0,68.6,28.7,1.4
광주,2017-07-28,0.0,81.9,28.8,0.9
광주,2017-07-29,0.0,88.9,29.1,1.7
광주,2017-07-30,0.0,91.8,27.2,1.3
광주,2017-07-31,0.0,98.4,26.1,1.4
광주,2017-08-01,0.0,92.1,27.8,1.1
광주,2017-08-02,0.0,90.5,28.8,0.8
광주,2017-08-03,0.0,77.9,28.9,2.0
광주,2017-08-04,0.0,77.9,30.7,1.2
광주,2017-08-05,0.0,78.3,31.5,1.7
광주,2017-08-06,0.0,79.8,30.5,1.4
광주,2017-08-07,0.0,76.9,30.1,1.2
광주,2017-08-08,0.0,82.0,29.1,1.3
광주,2017-08-09,0.0,91.4,27.8,1.5
광주,2017-08-10,0.0,79.6,28.2,1.2
광주,2017-08-11,0.0,79.4,28.1,1.2
광주,2017-08-12,0.0,85.5,27.2,1.5
광주,2017-08-13,0.0,92.4,24.1,1.3
광주,2017-08-14,0.0,98.5,24.1,1.1
광주,2017-08-15,0.0,98.6,24.9,1.5
광주,2017-08-16,0.0,88.9,26.6,1.8
광주,2017-08-17,0.0,86.8,26.4,1.2
광주,2017-08-18,0.0,90.0,25.9,0.7
광주,2017-08-19,0.0,86.9,26.9,1.4
광주,2017-08-20,0.0,91.0,26.5,2.1
광주,2017-08-21,0.0,98.0,25.4,1.5
광주,2017-08-22,0.0,96.4,26.9,1.3
광주,2017-08-23,0.0,86.4,29.3,2.5
광주,2017-08-24,0.0,90.4,29.3,3.5
광주,2017-08-25,0.0,81.0,27.6,1.4
광주,2017-08-26,0.0,59.3,25.4,2.5
광주,2017-08-27,0.0,59.3,25.3,1.3
광주,2017-08-28,0.0,89.1,26.1,1.8
광주,2017-08-29,0.0,66.5,23.6,2.2
광주,2017-08-30,0.0,58.4,21.1,2.8
광주,2017-08-31,0.0,72.1,23.2,2.2
광주,2017-09-01,0.0,63.9,24.1,1.6
광주,2017-09-02,0.0,75.3,23.0,1.0
광주,2017-09-03,0.0,66.8,23.7,1.5
광주,2017-09-04,0.0,72.3,23.4,1.4
광주,2017-09-05,0.0,95.1,21.2,1.3
광주,2017-09-06,0.0,97.9,22.0,0.9
광주,2017-09-07,0.0,87.6,22.2,1.3
광주,2017-09-08,0.0,78.8,23.0,0.9
광주,2017-09-09,0.0,80.9,24.0,0.8
광주,2017-09-10,0.0,76.5,24.6,1.4
광주,2017-09-11,0.0,96.6,21.6,1.4
광주,2017-09-12,0.0,78.9,22.9,1.1
광주,2017-09-13,0.0,65.4,22.2,2.3
광주,2017-09-14,0.0,72.5,22.8,1.3
광주,2017-09-15,0.0,65.5,21.4,3.3
광주,2017-09-16,0.0,70.6,21.4,3.6
광주,2017-09-17,0.0,73.9,23.7,2.2
광주,2017-09-18,0.0,79.6,22.5,1.4
광주,2017-09-19,0.0,88.0,23.7,2.5
광주,2017-09-20,0.0,70.4,21.2,1.4
광주,2017-09-21,0.0,74.8,20.3,0.7
광주,2017-09-22,0.0,76.9,21.7,1.0
광주,2017-09-23,0.0,85.8,21.9,0.7
광주,2017-09-24,0.0,82.3,23.3,1.0
광주,2017-09-25,0.0,76.0,24.4,1.5
광주,2017-09-26,0.0,64.1,25.3,1.8
광주,2017-09-27,0.0,96.0,20.3,2.4
광주,2017-09-28,0.0,70.4,21.3,1.1
광주,2017-09-29,0.0,54.9,17.9,1.3
광주,2017-09-30,0.0,52.1,19.7,0.9
광주,2017-10-01,0.0,83.0,18.2,1.1
광주,2017-10-02,0.0,96.6,21.1,1.0
광주,2017-10-03,0.0,75.8,19.5,1.0
광주,2017-10-04,0.0,76.5,19.3,1.4
광주,2017-10-05,0.0,85.4,17.4,1.9
광주,2017-10-06,0.0,99.0,16.5,1.8
광주,2017-10-07,0.0,85.9,20.8,1.2
광주,2017-10-08,0.0,82.9,22.3,0.8
광주,2017-10-09,0.0,82.3,23.0,0.7
광주,2017-10-10,0.0,88.0,23.2,0.8
광주,2017-10-11,0.0,94.1,18.5,1.6
광주,2017-10-12,0.0,94.0,13.0,2.1
광주,2017-10-13,0.0,61.8,14.2,2.5
광주,2017-10-14,0.0,47.0,16.8,2.9
광주,2017-10-15,0.0,83.5,15.1,2.0
광주,2017-10-16,0.0,75.6,16.9,2.1
광주,2017-10-17,0.0,76.3,16.8,1.2
광주,2017-10-18,0.0,74.9,16.8,2.4
광주,2017-10-19,0.0,66.5,17.1,1.6
광주,2017-10-20,0.0,72.8,17.5,1.3
광주,2017-10-21,0.0,64.3,18.0,1.8
광주,2017-10-22,0.0,51.4,17.9,3.5
광주,2017-10-23,0.0,58.1,15.3,1.4
광주,2017-10-24,0.0,71.6,14.4,1.0
광주,2017-10-25,0.0,78.9,13.7,0.9
광주,2017-10-26,0.0,72.0,14.7,0.6
광주,2017-10-27,0.0,71.3,16.5,0.5
광주,2017-10-28,0.0,73.6,17.3,0.9
광주,2017-10-29,0.0,68.1,13.8,2.1
광주,2017-10-30,0.0,47.9,9.7,1.9
광주,2017-10-31,0.0,61.5,10.6,0.8
광주,2017-11-01,0.0,75.4,12.4,0.7
광주,2017-11-02,0.0,87.3,13.4,0.6
광주,2017-11-03,0.0,82.0,11.4,0.9
광주,2017-11-04,0.0,56.4,9.5,1.5
광주,2017-11-05,0.0,65.5,9.5,0.9
광주,2017-11-06,0.0,75.1,10.7,1.0
광주,2017-11-07,0.0,80.4,16.3,0.7
광주,2017-11-08,0.0,69.4,14.7,1.5
광주,2017-11-09,0.0,52.9,12.3,1.3
광주,2017-11-10,0.0,71.6,13.4,1.8
광주,2017-11-11,0.0,53.1,9.0,2.3
광주,2017-11-12,0.0,60.5,8.5,1.0
광주,2017-11-13,0.0,66.1,10.1,0.6
광주,2017-11-14,0.0,54.9,10.8,1.2
광주,2017-11-15,0.0,55.6,7.6,1.3
광주,2017-11-16,0.0,53.9,6.4,1.2
광주,2017-11-17,0.0,50.1,8.8,0.6
광주,2017-11-18,0.0,49.3,3.2,3.3
광주,2017-11-19,0.0,46.9,3.3,2.1
광주,2017-11-20,0.0,54.6,6.0,1.0
광주,2017-11-21,0.0,64.3,6.3,1.2
광주,2017-11-22,0.0,67.6,7.3,1.2
광주,2017-11-23,0.0,65.8,4.6,1.6
광주,2017-11-24,0.0,62.4,5.0,2.0
광주,2017-11-25,0.0,72.3,6.6,1.8
광주,2017-11-26,0.0,74.4,8.2,0.8
광주,2017-11-27,0.0,68.6,6.0,1.0
광주,2017-11-28,0.0,81.8,9.3,0.7
광주,2017-11-29,0.0,56.0,8.8,1.5
광주,2017-11-30,0.0,33.8,3.1,2.8
광주,2017-12-01,0.0,38.1,1.9,2.8
광주,2017-12-02,0.0,58.5,2.6,0.6
광주,2017-12-03,0.0,69.5,6.3,0.7
광주,2017-12-04,0.0,76.1,3.2,1.8
광주,2017-12-05,0.0,59.1,-0.3,2.1
광주,2017-12-06,0.0,61.0,3.3,0.9
광주,2017-12-07,0.0,77.8,3.7,1.0
광주,2017-12-08,0.0,70.4,0.2,1.6
광주,2017-12-09,0.0,70.1,1.9,0.4
광주,2017-12-10,0.0,79.6,4.8,1.4
광주,2017-12-11,0.0,66.8,0.0,2.0
광주,2017-12-12,0.0,58.8,-3.3,3.0
광주,2017-12-13,0.0,49.3,-2.5,2.3
광주,2017-12-14,0.0,38.6,-0.9,1.1
광주,2017-12-15,0.0,46.1,1.5,0.8
광주,2017-12-16,0.0,71.1,-0.4,1.9
광주,2017-12-17,0.0,65.8,-2.2,1.8
광주,2017-12-18,0.0,75.5,1.6,1.2
광주,2017-12-19,0.0,66.3,0.7,1.7
광주,2017-12-20,0.0,65.0,1.6,1.3
광주,2017-12-21,0.0,71.1,2.2,1.0
광주,2017-12-22,0.0,68.5,3.2,0.6
광주,2017-12-23,0.0,75.9,5.8,0.6
광주,2017-12-24,0.0,85.4,6.8,1.9
광주,2017-12-25,0.0,54.0,2.1,2.2
광주,2017-12-26,0.0,68.4,1.1,1.7
광주,2017-12-27,0.0,43.8,-1.4,2.1
광주,2017-12-28,0.0,49.9,0.8,2.1
광주,2017-12-29,0.0,70.9,4.4,0.7
광주,2017-12-30,0.0,70.8,5.9,1.3
광주,2017-12-31,0.0,58.3,4.1,1.7
광주,2018-01-01,0.0,52.6,2.3,1.6
광주,2018-01-02,0.0,67.0,2.2,0.9
광주,2018-01-03,0.0,52.6,0.2,1.7
광주,2018-01-04,0.0,54.5,-0.6,1.3
광주,2018-01-05,0.0,58.9,1.4,1.3
광주,2018-01-06,0.0,55.5,2.3,1.4
광주,2018-01-07,0.0,70.4,2.6,1.0
광주,2018-01-08,0.0,91.9,3.6,1.2
광주,2018-01-09,0.0,88.4,-0.1,2.0
광주,2018-01-10,0.0,95.5,-3.1,1.2
광주,2018-01-11,0.0,81.8,-6.0,1.5
광주,2018-01-12,0.0,70.3,-6.4,1.7
광주,2018-01-13,0.0,77.6,-1.9,0.6
광주,2018-01-14,0.0,81.8,1.3,0.7
광주,2018-01-15,0.0,84.8,5.3,0.8
광주,2018-01-16,0.0,98.0,4.8,1.4
광주,2018-01-17,0.0,91.3,5.6,0.9
광주,2018-01-18,0.0,75.4,5.1,1.1
광주,2018-01-19,0.0,56.6,2.4,1.2
광주,2018-01-20,0.0,64.6,2.9,0.7
광주,2018-01-21,0.0,62.3,3.7,0.9
광주,2018-01-22,0.0,60.1,5.3,2.1
광주,2018-01-23,0.0,59.9,-4.1,2.5
광주,2018-01-24,0.0,46.0,-8.0,3.3
광주,2018-01-25,0.0,48.3,-7.5,2.6
광주,2018-01-26,0.0,55.0,-7.9,2.3
광주,2018-01-27,0.0,37.9,-4.6,1.6
광주,2018-01-28,0.0,44.5,-1.1,2.2
광주,2018-01-29,0.0,58.5,-3.9,2.1
광주,2018-01-30,0.0,53.5,-2.8,1.4
광주,2018-01-31,0.0,61.1,-0.4,0.6
광주,2018-02-01,0.0,47.4,-0.1,1.4
광주,2018-02-02,0.0,38.8,-0.9,1.2
광주,2018-02-03,0.0,69.3,-3.4,1.8
광주,2018-02-04,0.0,73.6,-5.9,2.0
광주,2018-02-05,0.0,66.3,-5.6,1.8
광주,2018-02-06,0.0,67.6,-6.5,1.9
광주,2018-02-07,0.0,55.5,-4.2,1.5
광주,2018-02-08,0.0,42.9,-0.2,1.1
광주,2018-02-09,0.0,55.8,3.8,1.2
광주,2018-02-10,0.0,59.9,2.2,1.7
광주,2018-02-11,0.0,79.0,-1.9,1.5
광주,2018-02-12,0.0,78.9,-2.9,1.7
광주,2018-02-13,0.0,59.6,1.3,1.9
